claim_id,claim_category,candidate_claim,evidence_status,evidence_tier,phase,source_path,source_field,building_scope,split,model,metric,value,unit,derivation,source_hash,conflict_status,presentation_safe,caveat
CLM-0072,Robustness,Phase 5.7 Test Oracle max_regret,EXACT_RECOVERED,A,5.7,outputs/phase5_7/test_overall_metrics.csv,row(method=Oracle).max_regret,Hog_office_Rolando,test,Oracle,Phase 5.7 Test Oracle max_regret,0.0,kW,,e860208d60f07d8e145db2698ff68dc35f4635958e7e1137f27f4280c2787ca0,NONE,YES,
CLM-0073,Robustness,Phase 5.7 Test Oracle battery_throughput,EXACT_RECOVERED,A,5.7,outputs/phase5_7/test_overall_metrics.csv,row(method=Oracle).battery_throughput,Hog_office_Rolando,test,Oracle,Phase 5.7 Test Oracle battery_throughput,9570.0034392047,kWh,,e860208d60f07d8e145db2698ff68dc35f4635958e7e1137f27f4280c2787ca0,NONE,YES,
CLM-0074,Error propagation,LightGBM daily forecast-MAE / decision-regret Pearson correlation,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,error_to_decision_relationship.LightGBM.forecast_mae.pearson_correlation,Hog_office_Rolando,test,LightGBM,LightGBM daily forecast-MAE / decision-regret Pearson correlation,0.5440416501723824,correlation,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0075,Error propagation,Persistence daily forecast-MAE / decision-regret Pearson correlation,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,error_to_decision_relationship.Persistence.forecast_mae.pearson_correlation,Hog_office_Rolando,test,Persistence,Persistence daily forecast-MAE / decision-regret Pearson correlation,0.9253790514599949,correlation,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0076,Error propagation,Lightgbm Forecast Mae Win Days,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.lightgbm_forecast_mae_win_days,Hog_office_Rolando,test,,Lightgbm Forecast Mae Win Days,16,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0077,Error propagation,Lightgbm Decision Regret Win Days,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.lightgbm_decision_regret_win_days,Hog_office_Rolando,test,,Lightgbm Decision Regret Win Days,19,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0078,Error propagation,Days with forecast better / decision better,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.forecast better / decision better,Hog_office_Rolando,test,,Days with forecast better / decision better,14,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0079,Error propagation,Days with forecast better / decision worse,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.forecast better / decision worse,Hog_office_Rolando,test,,Days with forecast better / decision worse,2,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0080,Error propagation,Days with forecast worse / decision better,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.forecast worse / decision better,Hog_office_Rolando,test,,Days with forecast worse / decision better,5,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0081,Error propagation,Days with forecast worse / decision worse,EXACT_RECOVERED,A,5.5,outputs/phase5_5/summary.json,forecast_to_decision_consistency.forecast worse / decision worse,Hog_office_Rolando,test,,Days with forecast worse / decision worse,9,days,,7fa09434596d237234a7d9141ed2027eaa81b4a8ae7286ec62c93260b300b731,NONE,YES,
CLM-0082,Robustness,Validation-selected robust lambda,EXACT_RECOVERED,A,5.7,outputs/phase5_7/selected_robust_config.json,lambda,Hog_office_Rolando,validation,LightGBM robust,Validation-selected robust lambda,0.5,dimensionless,,2296f73e71e357058a9bb1381b915548dbbccff30446863e9ef72de43b82d935,NONE,YES,Selected without Test access; Test result is materially worse than deterministic LightGBM.
CLM-0083,Robustness,Robust optimizer scenario count,EXACT_RECOVERED,A,5.7,outputs/phase5_7/selected_robust_config.json,scenario_count,Hog_office_Rolando,validation,LightGBM robust,Robust optimizer scenario count,100,scenarios,,2296f73e71e357058a9bb1381b915548dbbccff30446863e9ef72de43b82d935,NONE,YES,
CLM-0084,Forecast comparison,7 DayWeek Hog_office_Rolando MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].MAE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando MAE,8.86875,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0085,Forecast comparison,7 DayWeek Hog_office_Rolando RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].RMSE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando RMSE,12.52881401232996,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0086,Forecast comparison,7 DayWeek Hog_office_Rolando MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].MAPE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando MAPE,2.152466550679129,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0087,Forecast comparison,7 DayWeek Hog_office_Rolando bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].bias,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando bias,4.689583333333333,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0088,Forecast comparison,7 DayWeek Hog_office_Rolando actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].actual_p75,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando actual_p75,430.0,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0089,Forecast comparison,7 DayWeek Hog_office_Rolando peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].peak_quartile_MAE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando peak_quartile_MAE,7.286885245901639,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0090,Forecast comparison,7 DayWeek Hog_office_Rolando peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].peak_quartile_bias,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando peak_quartile_bias,-1.4562841530054644,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0091,Forecast comparison,7 DayWeek Hog_office_Rolando daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].daily_peak_hour_MAE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando daily_peak_hour_MAE,1.5333333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0092,Forecast comparison,7 DayWeek Hog_office_Rolando daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].daily_peak_hour_exact_rate,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando daily_peak_hour_exact_rate,0.3,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0093,Forecast comparison,7 DayWeek Hog_office_Rolando daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].daily_top3_overlap,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando daily_top3_overlap,0.5777777777777778,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0094,Forecast comparison,7 DayWeek Hog_office_Rolando normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].normalized_MAE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando normalized_MAE,0.02904701633714071,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0095,Forecast comparison,7 DayWeek Hog_office_Rolando normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[0].normalized_RMSE,Hog_office_Rolando,,DayWeek,7 DayWeek Hog_office_Rolando normalized_RMSE,0.04103449362098895,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0096,Forecast comparison,7 LightGBM Hog_office_Rolando MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].MAE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando MAE,11.586274191057303,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0097,Forecast comparison,7 LightGBM Hog_office_Rolando RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].RMSE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando RMSE,17.33749674157886,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0098,Forecast comparison,7 LightGBM Hog_office_Rolando MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].MAPE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando MAPE,2.869997650567488,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0099,Forecast comparison,7 LightGBM Hog_office_Rolando bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].bias,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando bias,8.689172620737535,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0100,Forecast comparison,7 LightGBM Hog_office_Rolando actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].actual_p75,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando actual_p75,430.0,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0101,Forecast comparison,7 LightGBM Hog_office_Rolando peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].peak_quartile_MAE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando peak_quartile_MAE,5.833103431919106,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0102,Forecast comparison,7 LightGBM Hog_office_Rolando peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].peak_quartile_bias,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando peak_quartile_bias,-1.9891210013458753,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0103,Forecast comparison,7 LightGBM Hog_office_Rolando daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].daily_peak_hour_MAE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando daily_peak_hour_MAE,3.6,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0104,Forecast comparison,7 LightGBM Hog_office_Rolando daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].daily_peak_hour_exact_rate,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando daily_peak_hour_exact_rate,0.23333333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0105,Forecast comparison,7 LightGBM Hog_office_Rolando daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].daily_top3_overlap,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando daily_top3_overlap,0.522222222222222,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0106,Forecast comparison,7 LightGBM Hog_office_Rolando normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].normalized_MAE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando normalized_MAE,0.03794747802274652,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0107,Forecast comparison,7 LightGBM Hog_office_Rolando normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[1].normalized_RMSE,Hog_office_Rolando,,LightGBM,7 LightGBM Hog_office_Rolando normalized_RMSE,0.05678393810827512,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0108,Forecast comparison,7 XGBoost Hog_office_Rolando MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].MAE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando MAE,8.281393475002712,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0109,Forecast comparison,7 XGBoost Hog_office_Rolando RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].RMSE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando RMSE,12.012604906833504,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0110,Forecast comparison,7 XGBoost Hog_office_Rolando MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].MAPE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando MAPE,2.030180370458914,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0111,Forecast comparison,7 XGBoost Hog_office_Rolando bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].bias,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando bias,4.942497634887696,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0112,Forecast comparison,7 XGBoost Hog_office_Rolando actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].actual_p75,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando actual_p75,430.0,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0113,Forecast comparison,7 XGBoost Hog_office_Rolando peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].peak_quartile_MAE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando peak_quartile_MAE,5.59094655188055,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0114,Forecast comparison,7 XGBoost Hog_office_Rolando peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].peak_quartile_bias,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando peak_quartile_bias,-2.0662900163827698,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0115,Forecast comparison,7 XGBoost Hog_office_Rolando daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].daily_peak_hour_MAE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando daily_peak_hour_MAE,2.7333333333333334,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0116,Forecast comparison,7 XGBoost Hog_office_Rolando daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].daily_peak_hour_exact_rate,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando daily_peak_hour_exact_rate,0.2,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0117,Forecast comparison,7 XGBoost Hog_office_Rolando daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].daily_top3_overlap,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando daily_top3_overlap,0.49999999999999994,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0118,Forecast comparison,7 XGBoost Hog_office_Rolando normalized_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].normalized_MAE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando normalized_MAE,0.027123300528563127,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0119,Forecast comparison,7 XGBoost Hog_office_Rolando normalized_RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[2].normalized_RMSE,Hog_office_Rolando,,XGBoost,7 XGBoost Hog_office_Rolando normalized_RMSE,0.0393438005333795,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0120,Forecast comparison,7 CatBoost Hog_office_Rolando MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].MAE,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando MAE,9.412322444040733,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0121,Forecast comparison,7 CatBoost Hog_office_Rolando RMSE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].RMSE,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando RMSE,13.054341294624018,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0122,Forecast comparison,7 CatBoost Hog_office_Rolando MAPE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].MAPE,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando MAPE,2.3063980776285145,%,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0123,Forecast comparison,7 CatBoost Hog_office_Rolando bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].bias,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando bias,6.046856204390887,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0124,Forecast comparison,7 CatBoost Hog_office_Rolando actual_p75,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].actual_p75,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando actual_p75,430.0,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0125,Forecast comparison,7 CatBoost Hog_office_Rolando peak_quartile_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].peak_quartile_MAE,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando peak_quartile_MAE,6.25151521336424,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0126,Forecast comparison,7 CatBoost Hog_office_Rolando peak_quartile_bias,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].peak_quartile_bias,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando peak_quartile_bias,-3.670928923713143,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0127,Forecast comparison,7 CatBoost Hog_office_Rolando daily_peak_hour_MAE,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].daily_peak_hour_MAE,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando daily_peak_hour_MAE,1.7666666666666666,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0128,Forecast comparison,7 CatBoost Hog_office_Rolando daily_peak_hour_exact_rate,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].daily_peak_hour_exact_rate,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando daily_peak_hour_exact_rate,0.26666666666666666,kW,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
CLM-0129,Forecast comparison,7 CatBoost Hog_office_Rolando daily_top3_overlap,EXACT_RECOVERED,A,7,outputs/phase7/model_test_forecast_metrics.csv,row[3].daily_top3_overlap,Hog_office_Rolando,,CatBoost,7 CatBoost Hog_office_Rolando daily_top3_overlap,0.5555555555555555,dimensionless,,38692038ae03c56000c2f05f6ac2138f39c58f26eb588f9b8cfff14dcd20d855,NONE,YES,
